optionType,materialId,materialName,family,group,name,uuid,price,price_units,displayName,deviationFrom,deviationTo,margin,rawGroup
post_production,72698,SS316,Stainless Steel,Inspection,First Article Inspection Report (FAIR),ea0f816a-9a34-428e-8a32-6e94e7636d0f,1000,per_model,,,,,Inspection
post_production,72698,SS316,Stainless Steel,Heat Treatment,Heat Treating,ebf78a4f-380d-440a-af05-3124921a6bc3,0.7074,per_cm_3,,,,,Heat Treat
post_production,72698,SS316,Stainless Steel,Surface Roughness,Standard (3.2um RA),b0cc2c84-3b9e-433b-90f8-ec6047099791,0,per_cm_2,,,,,Surface Roughness
post_production,72698,SS316,Stainless Steel,Surface Roughness,Smooth (1.6um RA),f76d5469-f40e-435d-bbd2-77f3c87a257a,0,per_cm_2,,,,,Surface Roughness
post_production,72698,SS316,Stainless Steel,Surface Roughness,Fine (0.8um RA),0e1e450d-6bc8-4c0f-b1c0-b183fa86ed3f,0,per_cm_2,,,,,Surface Roughness
tolerance,72698,SS316,Stainless Steel,Tolerance,ISO 2768-Stanard,6a209120-eed9-4525-bc0d-2293dd8cfd16,,,-10.0mm...0.0mm,10,0,0,
tolerance,72698,SS316,Stainless Steel,Tolerance,ISO 2768-Fine(Requires Drawings),a016d72c-f300-41b7-bcbe-e239cdd6af01,,,-2.0mm...0.0mm,2,0,25,
tolerance,72698,SS316,Stainless Steel,Tolerance,ISO 2768-Course,9181d29c-90e8-423d-866e-1963d6d7ccac,,,-20.0mm...0.0mm,20,0,-10,
post_production,72699,SS304,Stainless Steel,Finishing,Polishing,98abcafe-ff8e-46a2-87a9-146a50de6d7b,0.005,per_cm_2,,,,,Finishing
post_production,72699,SS304,Stainless Steel,Inspection,Measurement report,1a522729-cf53-4bc0-b61c-9241cf9b50a7,1000,per_model,,,,,Inspection
post_production,72699,SS304,Stainless Steel,Finishing,Electroless Nickel Plating,0180c8e4-74ed-4328-9622-a8c876f73dca,1.179,per_cm_3,,,,,Finishing
post_production,72699,SS304,Stainless Steel,Finishing,Galvanizing,bcc1e495-1436-4bb2-a6e8-eb9810c44e49,0.1572,per_cm_3,,,,,Finishing
post_production,72699,SS304,Stainless Steel,Finishing,Powder Coating,f602bb37-0d6b-468a-aadd-1e8c8a804aab,0.01,per_cm_2,,,,,Finishing
post_production,72699,SS304,Stainless Steel,Finishing,Bead Blasting,8af0dcfa-11df-4658-8d9e-ae2ad5fe38f5,0.005,per_cm_2,,,,,Finishing
post_production,72699,SS304,Stainless Steel,Inspection,CMM,9deb2fad-3f80-4937-9895-9f123a47c1fa,1000,per_model,,,,,Inspection
post_production,72699,SS304,Stainless Steel,Inspection,First Article Inspection Report (FAIR),0a771094-eac2-44b1-b721-f52e64bfa5b4,1000,per_model,,,,,Inspection
post_production,72699,SS304,Stainless Steel,Heat Treatment,Heat Treating,1d308b4c-99b0-4cea-9854-78084ef062d2,0.7074,per_cm_3,,,,,Heat Treat
post_production,72699,SS304,Stainless Steel,Surface Roughness,Standard (3.2um RA),9e898690-47a0-4fa3-955b-4b0477d964f8,0,per_cm_2,,,,,Surface Roughness
post_production,72699,SS304,Stainless Steel,Surface Roughness,Smooth (1.6um RA),b19a1815-90ea-4d92-a040-ba048b7bae6b,0,per_cm_2,,,,,Surface Roughness
post_production,72699,SS304,Stainless Steel,Surface Roughness,Fine (0.8um RA),f13731ba-da64-4b91-b717-db7fecbeb9d8,0,per_cm_2,,,,,Surface Roughness
tolerance,72699,SS304,Stainless Steel,Tolerance,ISO 2768-Stanard,6a209120-eed9-4525-bc0d-2293dd8cfd16,,,-10.0mm...0.0mm,10,0,0,
tolerance,72699,SS304,Stainless Steel,Tolerance,ISO 2768-Fine(Requires Drawings),a016d72c-f300-41b7-bcbe-e239cdd6af01,,,-2.0mm...0.0mm,2,0,25,
tolerance,72699,SS304,Stainless Steel,Tolerance,ISO 2768-Course,9181d29c-90e8-423d-866e-1963d6d7ccac,,,-20.0mm...0.0mm,20,0,-10,
post_production,72889,St37 / S235JR / 1.0570,Steel,Inspection,Measurement report,75107fe3-f904-433e-86d2-a84c9460f329,1000,per_model,,,,,Inspection
post_production,72889,St37 / S235JR / 1.0570,Steel,Finishing,Electroless Nickel Plating,e4daf9fb-9cba-4292-98dc-b46e0cc8f70b,1.179,per_cm_3,,,,,Finishing
post_production,72889,St37 / S235JR / 1.0570,Steel,Finishing,Powder Coating,65b76f7d-b0d3-4e65-bda3-235b93684865,0.01,per_cm_2,,,,,Finishing
post_production,72889,St37 / S235JR / 1.0570,Steel,Inspection,CMM,caa3bee1-0e13-48b2-ab9d-34c908851d22,1000,per_model,,,,,Inspection
post_production,72889,St37 / S235JR / 1.0570,Steel,Inspection,First Article Inspection Report (FAIR),580b0112-33ff-4f06-b19f-c04b95448ca4,1000,per_model,,,,,Inspection
post_production,72889,St37 / S235JR / 1.0570,Steel,Surface Roughness,Standard (3.2um RA),55f4acca-da7c-4def-b7e3-da51a4205549,0,per_cm_2,,,,,Surface Roughness
post_production,72889,St37 / S235JR / 1.0570,Steel,Surface Roughness,Smooth (1.6um RA),cedb1dfc-959a-40da-a913-cf5bdea988b8,0,per_cm_2,,,,,Surface Roughness
post_production,72889,St37 / S235JR / 1.0570,Steel,Surface Roughness,Fine (0.8um RA),c979f699-1de1-460f-885d-c4f8ca11e341,0,per_cm_2,,,,,Surface Roughness
tolerance,72889,St37 / S235JR / 1.0570,Steel,Tolerance,,f40eb7ce-7b2b-4554-9349-5e35ebc9d3ad,,,-10.0mm...0.0mm,10,0,0,
post_production,72890,St52 / S355J2,Steel,Inspection,Measurement report,ab6dfec5-948c-406d-9cfd-f0cbee0e0b94,1000,per_model,,,,,Inspection
post_production,72890,St52 / S355J2,Steel,Finishing,Electroless Nickel Plating,d29225e7-cab2-46f7-ac32-ad9c52705b22,1.179,per_cm_3,,,,,Finishing
post_production,72890,St52 / S355J2,Steel,Finishing,Powder Coating,52bc1a58-b9e5-481d-add8-329246e7c95d,0.01,per_cm_2,,,,,Finishing
post_production,72890,St52 / S355J2,Steel,Inspection,CMM,49f8750b-eb48-4a3e-b00d-07b04a8723bd,1000,per_model,,,,,Inspection
post_production,72890,St52 / S355J2,Steel,Inspection,First Article Inspection Report (FAIR),c17767bf-1ebc-450c-bcfd-f711c5597baa,1000,per_model,,,,,Inspection
post_production,72890,St52 / S355J2,Steel,Surface Roughness,Standard (3.2um RA),9882e78d-69b2-494f-8ad8-32ed1a73d643,0,per_cm_2,,,,,Surface Roughness
post_production,72890,St52 / S355J2,Steel,Surface Roughness,Smooth (1.6um RA),7aee4187-8276-47cc-99f1-2eac03bb013a,0,per_cm_2,,,,,Surface Roughness
post_production,72890,St52 / S355J2,Steel,Surface Roughness,Fine (0.8um RA),787dcb90-e20a-478e-bec6-5b2b39d96595,0,per_cm_2,,,,,Surface Roughness
tolerance,72890,St52 / S355J2,Steel,Tolerance,,f40eb7ce-7b2b-4554-9349-5e35ebc9d3ad,,,-10.0mm...0.0mm,10,0,0,
post_production,72891,Pre Galvanized Sheets,Steel,Inspection,Measurement report,4ebe52b7-ba65-4271-9b4c-3fdd9d3704ef,1000,per_model,,,,,Inspection
post_production,72891,Pre Galvanized Sheets,Steel,Finishing,Electroless Nickel Plating,485347ec-fb70-4d6f-9932-d9ce4b54a67a,1.179,per_cm_3,,,,,Finishing
post_production,72891,Pre Galvanized Sheets,Steel,Finishing,Powder Coating,ffa9a239-0910-4a1b-ab26-049ffc524657,0.01,per_cm_2,,,,,Finishing
post_production,72891,Pre Galvanized Sheets,Steel,Inspection,CMM,0123732d-dafb-437e-8946-0c206d8ab191,1000,per_model,,,,,Inspection
post_production,72891,Pre Galvanized Sheets,Steel,Inspection,First Article Inspection Report (FAIR),fab9afbe-175c-4d8e-88eb-79f4e47af624,1000,per_model,,,,,Inspection
post_production,72891,Pre Galvanized Sheets,Steel,Surface Roughness,Standard (3.2um RA),c3972ecc-8b52-481e-803f-de39be40b626,0,per_cm_2,,,,,Surface Roughness
post_production,72891,Pre Galvanized Sheets,Steel,Surface Roughness,Smooth (1.6um RA),76d38cbf-a8d4-473f-ae93-3b7e1b1d9870,0,per_cm_2,,,,,Surface Roughness
post_production,72891,Pre Galvanized Sheets,Steel,Surface Roughness,Fine (0.8um RA),4e465389-af1b-433e-ac5b-fd7f6e57f937,0,per_cm_2,,,,,Surface Roughness
tolerance,72891,Pre Galvanized Sheets,Steel,Tolerance,,f40eb7ce-7b2b-4554-9349-5e35ebc9d3ad,,,-10.0mm...0.0mm,10,0,0,
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Polishing,1e8bb628-2aab-460c-801f-bc81482f409d,0.005,per_cm_2,,,,,Finishing
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Inspection,Measurement report,1c1c5ffd-7ae9-4fdd-b323-c822eb170096,1000,per_model,,,,,Inspection
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Electroless Nickel Plating,145e3d6f-56fa-4842-b124-38ce833db234,1.179,per_cm_3,,,,,Finishing
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Galvanizing,84f290f4-8e61-4b93-b837-75e112fc72c8,0.1572,per_cm_3,,,,,Finishing
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Powder Coating,e404171f-1f05-43f3-9fe5-2683acaf67fb,0.01,per_cm_2,,,,,Finishing
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Bead Blasting,4429d1c7-0c16-4fa9-afd3-99837655c948,0.005,per_cm_2,,,,,Finishing
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Inspection,CMM,2cfce220-1cd6-4521-a02f-be40eb408023,1000,per_model,,,,,Inspection
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Inspection,First Article Inspection Report (FAIR),71f8e554-237d-4f24-8376-f8fdf2be9c02,1000,per_model,,,,,Inspection
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Heat Treatment,Heat Treating,71026ba9-e201-4854-817d-53cb93d8ad07,0.7074,per_cm_3,,,,,
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Surface Roughness,Standard (3.2um RA),eeba7fb1-7937-4928-87d4-86db02df5e52,0,per_cm_2,,,,,{{group}}
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Surface Roughness,Smooth (1.6um RA),186530c9-6213-4ea3-8623-ca48e6f55fc9,0,per_cm_2,,,,,Surface Roughness
post_production,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Surface Roughness,Fine (0.8um RA),fffd959d-db7a-4e29-8b40-4e77386c1493,0,per_cm_2,,,,,{{group}}
tolerance,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Tolerance,ISO 2768-Stanard,78bd2907-7b21-466e-b612-8bf71336a9b5,,,-10.0mm...0.0mm,10,0,0,
tolerance,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Tolerance,ISO 28768-Fine (Require Drawings),8e86287c-c28f-4af0-85f1-bdb8998f3e98,,,-5.0mm...0.0mm,5,0,20,
tolerance,72892,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Tolerance,ISO 2768-Course,4585cfd6-7463-4830-a18d-2761af3ed72f,,,-10.0mm...0.0mm,10,0,-10,
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Polishing,286e66ea-2746-4577-a415-bbcf60df903a,0.005,per_cm_2,,,,,Finishing
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Inspection,Measurement report,256125cc-572e-4e97-9f4f-1ab76a9f80cd,1000,per_model,,,,,Inspection
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Electroless Nickel Plating,463cc176-b0e6-4c40-a1fc-eb7d561562fd,1.179,per_cm_3,,,,,Finishing
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Galvanizing,1fa0a81a-a3fa-4b36-9d7c-1b803ae1c6ad,0.1572,per_cm_3,,,,,Finishing
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Powder Coating,0589b534-2e11-4dcd-890e-2ec9f390686d,0.01,per_cm_2,,,,,Finishing
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Finishing,Bead Blasting,92c12f62-9828-46e6-acc4-380ed654b149,0.005,per_cm_2,,,,,Finishing
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Inspection,CMM,b49641c9-5d8c-4687-b17b-38f844f70a46,1000,per_model,,,,,Inspection
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Inspection,First Article Inspection Report (FAIR),abd8e8ca-1ac0-42db-b53e-e6128aa918ac,1000,per_model,,,,,Inspection
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Heat Treatment,Heat Treating,72424a45-9390-4627-ba78-e4f2ae8ee145,0.7074,per_cm_3,,,,,Heat Treat
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Surface Roughness,Standard (3.2um RA),657644fb-31ae-4fe5-9e76-999f9c58786a,0,per_cm_2,,,,,Surface Roughness
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Surface Roughness,Smooth (1.6um RA),dc40a40d-d6d9-4292-ad28-eb0c6be85630,0,per_cm_2,,,,,Surface Roughness
post_production,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Surface Roughness,Fine (0.8um RA),2fe4210d-7f33-4f25-8c5d-7e9429adae7a,0,per_cm_2,,,,,Surface Roughness
tolerance,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Tolerance,ISO 2768-Stanard,6a209120-eed9-4525-bc0d-2293dd8cfd16,,,-10.0mm...0.0mm,10,0,0,
tolerance,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Tolerance,ISO 2768-Fine(Requires Drawings),a016d72c-f300-41b7-bcbe-e239cdd6af01,,,-2.0mm...0.0mm,2,0,25,
tolerance,72893,1.2436 / Bohler K600 / X210CrW12 / AISI D6,Tool Steel,Tolerance,ISO 2768-Course,9181d29c-90e8-423d-866e-1963d6d7ccac,,,-20.0mm...0.0mm,20,0,-10,
post_production,73070,St37 / S235JR / 1.0570,Steel,Finishing,Polishing,3f1c81ec-0ddb-42d4-bc2d-e9202af04130,0.005,per_cm_2,,,,,Finishing
post_production,73070,St37 / S235JR / 1.0570,Steel,Inspection,Measurement report,4cbdcf4d-f520-400d-8d83-13a64477f756,1000,per_model,,,,,Inspection
post_production,73070,St37 / S235JR / 1.0570,Steel,Finishing,Electroless Nickel Plating,fa541af6-22df-4a21-977c-4a736a237202,1.179,per_cm_3,,,,,Finishing
post_production,73070,St37 / S235JR / 1.0570,Steel,Finishing,Galvanizing,5b9b153a-2901-4246-b1a7-61f112d747f1,0.1572,per_cm_3,,,,,Finishing
post_production,73070,St37 / S235JR / 1.0570,Steel,Finishing,Powder Coating,5a43de50-4ff8-4e87-a320-6e80535db6b0,0.01,per_cm_2,,,,,Finishing
post_production,73070,St37 / S235JR / 1.0570,Steel,Finishing,Bead Blasting,c5302b58-cd42-49b1-88a8-a731beee7154,0.005,per_cm_2,,,,,Finishing
post_production,73070,St37 / S235JR / 1.0570,Steel,Inspection,CMM,ea9ef343-d77d-4f80-b2e6-bfecadddc33e,1000,per_model,,,,,Inspection
post_production,73070,St37 / S235JR / 1.0570,Steel,Inspection,First Article Inspection Report (FAIR),ce424ed3-bc4c-4516-b3c5-ff9ac972036b,1000,per_model,,,,,Inspection
post_production,73070,St37 / S235JR / 1.0570,Steel,Heat Treatment,Heat Treating,dc385fa8-2a42-4591-8034-483490767140,0.7074,per_cm_3,,,,,
post_production,73070,St37 / S235JR / 1.0570,Steel,Surface Roughness,Standard (3.2um RA),d78a7f46-38bc-44ab-b9dd-3f4b19c24685,0,per_cm_2,,,,,Surface Roughness
post_production,73070,St37 / S235JR / 1.0570,Steel,Surface Roughness,Smooth (1.6um RA),3c285a27-9fce-4e05-b703-754b8be63c05,0,per_cm_2,,,,,Surface Roughness
post_production,73070,St37 / S235JR / 1.0570,Steel,Surface Roughness,Fine (0.8um RA),03cc36c8-2e45-426e-8a02-5be653df53fd,0,per_cm_2,,,,,Surface Roughness
tolerance,73070,St37 / S235JR / 1.0570,Steel,Tolerance,ISO 2768-Stanard,78bd2907-7b21-466e-b612-8bf71336a9b5,,,-10.0mm...0.0mm,10,0,0,
tolerance,73070,St37 / S235JR / 1.0570,Steel,Tolerance,ISO 28768-Fine (Require Drawings),8e86287c-c28f-4af0-85f1-bdb8998f3e98,,,-5.0mm...0.0mm,5,0,20,
tolerance,73070,St37 / S235JR / 1.0570,Steel,Tolerance,ISO 2768-Course,4585cfd6-7463-4830-a18d-2761af3ed72f,,,-10.0mm...0.0mm,10,0,-10,
post_production,73071,C45 / 1.0503,Steel,Finishing,Polishing,027de1de-a646-41d1-a853-7a63938a1826,0.005,per_cm_2,,,,,Finishing
post_production,73071,C45 / 1.0503,Steel,Inspection,Measurement report,c9d3c48c-2670-4d11-a69a-518ccd0b5fa8,1000,per_model,,,,,Inspection
post_production,73071,C45 / 1.0503,Steel,Finishing,Electroless Nickel Plating,e1eeae59-e036-47ae-b587-a347caaa5296,1.179,per_cm_3,,,,,Finishing
post_production,73071,C45 / 1.0503,Steel,Finishing,Galvanizing,68282fb3-ddbd-4683-9414-f6c85ced76de,0.1572,per_cm_3,,,,,Finishing
post_production,73071,C45 / 1.0503,Steel,Finishing,Powder Coating,4e3cd51d-aca1-46d9-8d65-1b060656b306,0.01,per_cm_2,,,,,Finishing
post_production,73071,C45 / 1.0503,Steel,Finishing,Bead Blasting,951804db-71d0-4acd-ba8d-584d5dc57e55,0.005,per_cm_2,,,,,Finishing
post_production,73071,C45 / 1.0503,Steel,Inspection,CMM,388834a7-41b8-473f-8a92-48a0b836641d,1000,per_model,,,,,Inspection
post_production,73071,C45 / 1.0503,Steel,Inspection,First Article Inspection Report (FAIR),02113e4f-0380-469a-88d6-6d60aa164680,1000,per_model,,,,,Inspection
post_production,73071,C45 / 1.0503,Steel,Heat Treatment,Heat Treating,0529e4c5-3baa-476b-a743-6c025a5b7162,0.7074,per_cm_3,,,,,
post_production,73071,C45 / 1.0503,Steel,Surface Roughness,Standard (3.2um RA),3b38feb1-c23b-4a82-895f-027d66965f5a,0,per_cm_2,,,,,Surface Roughness
post_production,73071,C45 / 1.0503,Steel,Surface Roughness,Smooth (1.6um RA),f023f8ae-2bec-4655-9e06-d5495469505a,0,per_cm_2,,,,,Surface Roughness
post_production,73071,C45 / 1.0503,Steel,Surface Roughness,Fine (0.8um RA),461d9461-cde1-4279-bdd8-d867b2c234e4,0,per_cm_2,,,,,Surface Roughness
tolerance,73071,C45 / 1.0503,Steel,Tolerance,ISO 2768-Stanard,78bd2907-7b21-466e-b612-8bf71336a9b5,,,-10.0mm...0.0mm,10,0,0,
tolerance,73071,C45 / 1.0503,Steel,Tolerance,ISO 28768-Fine (Require Drawings),8e86287c-c28f-4af0-85f1-bdb8998f3e98,,,-5.0mm...0.0mm,5,0,20,
tolerance,73071,C45 / 1.0503,Steel,Tolerance,ISO 2768-Course,4585cfd6-7463-4830-a18d-2761af3ed72f,,,-10.0mm...0.0mm,10,0,-10,
post_production,73072,C40 / 1.0511,Steel,Finishing,Polishing,10b9349a-0a28-47ae-8565-8afe1ba16e9b,0.005,per_cm_2,,,,,Finishing
post_production,73072,C40 / 1.0511,Steel,Inspection,Measurement report,d401b948-2c99-4124-a5d2-6840c6ac8165,1000,per_model,,,,,Inspection
post_production,73072,C40 / 1.0511,Steel,Finishing,Electroless Nickel Plating,53d63e2c-38f3-4962-99f8-8793003e1409,1.179,per_cm_3,,,,,Finishing
post_production,73072,C40 / 1.0511,Steel,Finishing,Galvanizing,2cc4047d-6705-4b24-8b8d-28181be7963c,0.1572,per_cm_3,,,,,Finishing
post_production,73072,C40 / 1.0511,Steel,Finishing,Powder Coating,ab96bcd5-700c-4227-b14c-34f6a544c495,0.01,per_cm_2,,,,,Finishing
post_production,73072,C40 / 1.0511,Steel,Finishing,Bead Blasting,2c515129-bfdc-4369-83ba-c3eb85d5f927,0.005,per_cm_2,,,,,Finishing
post_production,73072,C40 / 1.0511,Steel,Inspection,CMM,eca1c5eb-86a4-4384-bebb-843bd875da84,1000,per_model,,,,,Inspection
post_production,73072,C40 / 1.0511,Steel,Inspection,First Article Inspection Report (FAIR),1d76d9c2-6f83-43b7-9bac-30d144942964,1000,per_model,,,,,Inspection
post_production,73072,C40 / 1.0511,Steel,Heat Treatment,Heat Treating,cdbd4042-9ff2-41d9-b80e-436b66abd310,0.7074,per_cm_3,,,,,
post_production,73072,C40 / 1.0511,Steel,Surface Roughness,Standard (3.2um RA),353258e7-d452-4263-9899-2f0b5b476362,0,per_cm_2,,,,,Surface Roughness
post_production,73072,C40 / 1.0511,Steel,Surface Roughness,Smooth (1.6um RA),0b396797-321f-4108-8c43-d1f15f1651c5,0,per_cm_2,,,,,Surface Roughness
post_production,73072,C40 / 1.0511,Steel,Surface Roughness,Fine (0.8um RA),42141483-5fc2-4d6a-84e5-8bf3ab8186bb,0,per_cm_2,,,,,Surface Roughness
tolerance,73072,C40 / 1.0511,Steel,Tolerance,ISO 2768-Stanard,78bd2907-7b21-466e-b612-8bf71336a9b5,,,-10.0mm...0.0mm,10,0,0,
tolerance,73072,C40 / 1.0511,Steel,Tolerance,ISO 28768-Fine (Require Drawings),8e86287c-c28f-4af0-85f1-bdb8998f3e98,,,-5.0mm...0.0mm,5,0,20,
tolerance,73072,C40 / 1.0511,Steel,Tolerance,ISO 2768-Course,4585cfd6-7463-4830-a18d-2761af3ed72f,,,-10.0mm...0.0mm,10,0,-10,
post_production,73074,20MnCrS6 / 1.7149,Steel,Finishing,Polishing,de61834c-75ea-4a07-ab9d-a667e6e5c598,0.005,per_cm_2,,,,,Finishing
post_production,73074,20MnCrS6 / 1.7149,Steel,Inspection,Measurement report,3f0f19b0-427b-45f2-bc27-b9cf242af06b,1000,per_model,,,,,Inspection
post_production,73074,20MnCrS6 / 1.7149,Steel,Finishing,Electroless Nickel Plating,84a4f67b-34a7-417b-9999-5373b2a76c8b,1.179,per_cm_3,,,,,Finishing
post_production,73074,20MnCrS6 / 1.7149,Steel,Finishing,Galvanizing,79cc59a6-c516-4470-b6a2-3a616a59b1a1,0.1572,per_cm_3,,,,,Finishing
post_production,73074,20MnCrS6 / 1.7149,Steel,Finishing,Powder Coating,1f14c56a-3c42-4d34-9d6f-2c1e0dacd778,0.01,per_cm_2,,,,,Finishing
post_production,73074,20MnCrS6 / 1.7149,Steel,Finishing,Bead Blasting,2329bbd6-c6f8-4862-b259-7a57c8a4e414,0.005,per_cm_2,,,,,Finishing
post_production,73074,20MnCrS6 / 1.7149,Steel,Inspection,CMM,8bca1e0d-3864-4334-9d2e-b9d12c964b4f,1000,per_model,,,,,Inspection
post_production,73074,20MnCrS6 / 1.7149,Steel,Inspection,First Article Inspection Report (FAIR),ae8b3a25-bafc-4c60-83e8-de5e488740ca,1000,per_model,,,,,Inspection
post_production,73074,20MnCrS6 / 1.7149,Steel,Heat Treatment,Heat Treating,9aca8c6a-95cd-4291-a43f-7a0837531365,0.7074,per_cm_3,,,,,
post_production,73074,20MnCrS6 / 1.7149,Steel,Surface Roughness,Standard (3.2um RA),af3d37d7-fd8b-41a5-9a94-3ab99ef04d04,0,per_cm_2,,,,,Surface Roughness
post_production,73074,20MnCrS6 / 1.7149,Steel,Surface Roughness,Smooth (1.6um RA),2f8c4978-31fe-4fc1-839f-98824814298a,0,per_cm_2,,,,,Surface Roughness
post_production,73074,20MnCrS6 / 1.7149,Steel,Surface Roughness,Fine (0.8um RA),f9fd56f8-4174-45e5-bf2a-ff9c0abd2191,0,per_cm_2,,,,,Surface Roughness
tolerance,73074,20MnCrS6 / 1.7149,Steel,Tolerance,ISO 2768-Stanard,78bd2907-7b21-466e-b612-8bf71336a9b5,,,-10.0mm...0.0mm,10,0,0,
tolerance,73074,20MnCrS6 / 1.7149,Steel,Tolerance,ISO 28768-Fine (Require Drawings),8e86287c-c28f-4af0-85f1-bdb8998f3e98,,,-5.0mm...0.0mm,5,0,20,
tolerance,73074,20MnCrS6 / 1.7149,Steel,Tolerance,ISO 2768-Course,4585cfd6-7463-4830-a18d-2761af3ed72f,,,-10.0mm...0.0mm,10,0,-10,
post_production,73075,18CrNiMo7/ 1.6587,Steel,Finishing,Polishing,5d5d4135-27b2-49da-91f0-9b59bbda7047,0.005,per_cm_2,,,,,Finishing
post_production,73075,18CrNiMo7/ 1.6587,Steel,Inspection,Measurement report,f49183c8-73d0-4f54-af4d-22ed30735324,1000,per_model,,,,,Inspection
post_production,73075,18CrNiMo7/ 1.6587,Steel,Finishing,Electroless Nickel Plating,af4a8ec6-3563-4dca-8ef5-818d61821c2e,1.179,per_cm_3,,,,,Finishing
post_production,73075,18CrNiMo7/ 1.6587,Steel,Finishing,Galvanizing,46450b72-29e4-4c72-b328-fbe0db6c5f34,0.1572,per_cm_3,,,,,Finishing
post_production,73075,18CrNiMo7/ 1.6587,Steel,Finishing,Powder Coating,1d4fc78e-e745-403e-8a7a-bd6b39e8639c,0.01,per_cm_2,,,,,Finishing
post_production,73075,18CrNiMo7/ 1.6587,Steel,Finishing,Bead Blasting,e0aebba7-fbc7-49df-a920-3e090a8ee586,0.005,per_cm_2,,,,,Finishing
post_production,73075,18CrNiMo7/ 1.6587,Steel,Inspection,CMM,b0e2b148-f506-44f7-968f-891afd419340,1000,per_model,,,,,Inspection
post_production,73075,18CrNiMo7/ 1.6587,Steel,Inspection,First Article Inspection Report (FAIR),a8988e93-3360-4946-aa63-55dd1c4866db,1000,per_model,,,,,Inspection
post_production,73075,18CrNiMo7/ 1.6587,Steel,Heat Treatment,Heat Treating,a1432f30-ad38-44e4-88a1-f417419804b8,0.7074,per_cm_3,,,,,
post_production,73075,18CrNiMo7/ 1.6587,Steel,Surface Roughness,Standard (3.2um RA),a04abe9b-21c7-4f7a-bc8f-b6d1a512ec7f,0,per_cm_2,,,,,Surface Roughness
post_production,73075,18CrNiMo7/ 1.6587,Steel,Surface Roughness,Smooth (1.6um RA),babf6591-be67-47f4-9f93-eea3d66beb03,0,per_cm_2,,,,,Surface Roughness
post_production,73075,18CrNiMo7/ 1.6587,Steel,Surface Roughness,Fine (0.8um RA),1ca38928-b1c6-4d5a-b3f4-d6ce2376d87d,0,per_cm_2,,,,,Surface Roughness
tolerance,73075,18CrNiMo7/ 1.6587,Steel,Tolerance,ISO 2768-Stanard,78bd2907-7b21-466e-b612-8bf71336a9b5,,,-10.0mm...0.0mm,10,0,0,
tolerance,73075,18CrNiMo7/ 1.6587,Steel,Tolerance,ISO 28768-Fine (Require Drawings),8e86287c-c28f-4af0-85f1-bdb8998f3e98,,,-5.0mm...0.0mm,5,0,20,
tolerance,73075,18CrNiMo7/ 1.6587,Steel,Tolerance,ISO 2768-Course,4585cfd6-7463-4830-a18d-2761af3ed72f,,,-10.0mm...0.0mm,10,0,-10,
post_production,73076,16MnCr5 / 1.7131,Steel,Finishing,Polishing,c88bd4ad-c9d1-4820-8a05-212ef5f5fef3,0.005,per_cm_2,,,,,Finishing
